ID,loc,title,bedroom,bathroom,parking_space,zone,rooms,bathroom_ratio,price
9699,0.027898580454582753,,9.0,,1.0,4,,,3706990.276
3319,0.028062689751374416,8.0,4.0,5.0,3.0,1,9.0,0.5555555555555556,2071833.99
1015,0.02732419791581193,10.0,5.0,2.0,4.0,0,7.0,0.2857142857142857,1985722.813
3832,0.028637072290145237,,3.0,1.0,1.0,0,4.0,0.25,1534514.454
4246,0.026995979322228605,6.0,8.0,5.0,2.0,4,13.0,0.38461538461538464,3379927.687
5951,0.02732419791581193,4.0,3.0,1.0,4.0,0,4.0,0.25,1396366.238
1315,,8.0,9.0,2.0,6.0,-1,11.0,0.18181818181818182,3520919.737
12082,0.028390908344957742,2.0,5.0,7.0,5.0,3,12.0,0.5833333333333334,1676546.596
11209,0.02674981537704111,8.0,2.0,2.0,5.0,2,4.0,0.5,1555326.456
2657,0.028637072290145237,4.0,8.0,,4.0,4,,,3129200.323
1049,0.02978583736768688,2.0,4.0,2.0,3.0,3,6.0,0.3333333333333333,1709282.549
10980,0.026913924673832773,6.0,,1.0,3.0,5,,,2950175.663
8968,0.028062689751374416,2.0,4.0,1.0,,1,5.0,0.2,1297261.601
7793,0.0303602199064577,7.0,1.0,,5.0,2,,,965602.7801
2162,,3.0,5.0,1.0,1.0,-1,6.0,0.16666666666666666,1530139.687
11941,0.02822679904816608,9.0,6.0,,3.0,5,,,1934713.287
2145,0.028555017641749406,3.0,3.0,2.0,,3,5.0,0.4,1548955.853
353,0.028390908344957742,8.0,1.0,1.0,4.0,2,2.0,0.5,969348.911
7855,0.0303602199064577,3.0,7.0,4.0,3.0,2,11.0,0.36363636363636365,2468007.621
3509,0.02732419791581193,10.0,9.0,7.0,,0,16.0,0.4375,5066226.305
3193,0.02633954213506195,,2.0,2.0,2.0,0,4.0,0.5,1635449.868
1536,0.02478050381554115,3.0,2.0,,2.0,4,,,1529265.284
1522,0.02633954213506195,9.0,,,4.0,0,,,1096268.347
5723,0.028555017641749406,4.0,2.0,6.0,2.0,2,8.0,0.75,1186178.746
7150,0.026585706080249447,7.0,9.0,5.0,5.0,3,14.0,0.35714285714285715,3000975.7
4325,0.027898580454582753,5.0,3.0,1.0,6.0,4,4.0,0.25,2806264.542
2379,0.027078033970624436,4.0,,2.0,3.0,0,,,1233622.341
5270,0.027078033970624436,3.0,,2.0,4.0,0,,,1563297.823
10568,0.028555017641749406,6.0,,2.0,1.0,3,,,1500705.923
7860,0.026913924673832773,,2.0,3.0,5.0,5,5.0,0.6,2044574.529
9609,0.028144744399770247,9.0,9.0,3.0,,1,12.0,0.25,2289119.981
363,0.027980635102978584,9.0,5.0,4.0,,5,9.0,0.4444444444444444,1904834.551
2346,0.025601050299499467,7.0,9.0,6.0,6.0,3,15.0,0.4,2407783.804
1571,0.025847214244686962,,2.0,1.0,1.0,1,3.0,0.3333333333333333,1299041.467
4568,0.028555017641749406,2.0,7.0,4.0,3.0,2,11.0,0.36363636363636365,1923449.926
12511,,10.0,2.0,7.0,3.0,-1,9.0,0.7777777777777778,2440780.688
3746,0.027980635102978584,,4.0,4.0,5.0,5,8.0,0.5,2258936.734
6675,0.025847214244686962,3.0,9.0,5.0,2.0,1,14.0,0.35714285714285715,2922898.377
8573,0.02830885369656191,10.0,2.0,5.0,2.0,5,7.0,0.7142857142857143,3474606.687
7401,0.02830885369656191,6.0,8.0,3.0,6.0,5,11.0,0.2727272727272727,3193614.115
2325,0.02633954213506195,10.0,,2.0,4.0,0,,,3453590.365
3482,0.02830885369656191,,4.0,4.0,1.0,2,8.0,0.5,1485917.728
6955,,3.0,9.0,1.0,3.0,-1,10.0,0.1,4232840.993
6326,0.027570361860999426,3.0,3.0,2.0,,5,5.0,0.4,1669353.737
2829,0.028062689751374416,9.0,5.0,1.0,1.0,1,6.0,0.16666666666666666,1226092.601
2359,0.028555017641749406,,3.0,2.0,1.0,3,5.0,0.4,1342944.123
2006,0.028555017641749406,4.0,9.0,6.0,,2,15.0,0.4,2497332.989
6087,0.029129400180520227,5.0,6.0,,6.0,0,,,2377499.069
1849,0.02822679904816608,,3.0,2.0,1.0,5,5.0,0.4,1469438.143
11119,0.029129400180520227,6.0,1.0,1.0,,0,2.0,0.5,1065779.486
6786,,2.0,2.0,3.0,3.0,-1,5.0,0.6,1251253.912
2453,0.02822679904816608,6.0,8.0,,4.0,5,,,2869874.17
9967,0.028637072290145237,10.0,4.0,,3.0,0,,,3591686.345
2392,0.028062689751374416,5.0,4.0,1.0,,1,5.0,0.2,1564061.508
145,,10.0,5.0,1.0,1.0,-1,6.0,0.16666666666666666,1889616.654
8921,0.02773447115779109,5.0,1.0,,,5,,,1358955.702
10732,0.02732419791581193,10.0,4.0,6.0,2.0,0,10.0,0.6,3255668.963
6066,0.025601050299499467,7.0,7.0,4.0,3.0,3,11.0,0.36363636363636365,1923449.926
8762,0.02773447115779109,7.0,4.0,6.0,6.0,5,10.0,0.6,1816379.106
8544,0.029129400180520227,5.0,2.0,5.0,3.0,0,7.0,0.7142857142857143,1581105.83
1056,0.02822679904816608,5.0,3.0,2.0,4.0,5,5.0,0.4,2094160.297
11323,0.028965290883728564,5.0,7.0,1.0,6.0,1,8.0,0.125,2362024.194
2455,0.025847214244686962,,2.0,2.0,4.0,1,4.0,0.5,1951595.167
3460,0.02822679904816608,9.0,1.0,7.0,2.0,5,8.0,0.875,1152588.385
8709,0.026995979322228605,3.0,3.0,5.0,1.0,4,8.0,0.625,2280839.761
3515,0.027652416509395258,6.0,8.0,,1.0,2,,,2237447.516
1305,0.02773447115779109,10.0,,1.0,3.0,5,,,1468452.893
6639,0.026585706080249447,,3.0,1.0,4.0,3,4.0,0.25,1843580.555
5858,0.02732419791581193,2.0,5.0,7.0,1.0,0,12.0,0.5833333333333334,1769435.588
4797,0.028555017641749406,4.0,,4.0,1.0,3,,,2437995.332
7664,0.02732419791581193,5.0,4.0,6.0,2.0,0,10.0,0.6,2029282.847
2965,0.02773447115779109,8.0,5.0,2.0,,5,7.0,0.2857142857142857,2581274.552
11904,0.025847214244686962,9.0,9.0,5.0,5.0,1,14.0,0.35714285714285715,2362156.515
2852,0.02830885369656191,3.0,3.0,2.0,4.0,5,5.0,0.4,2153544.051
12891,0.027078033970624436,9.0,,3.0,5.0,0,,,1213851.734
1219,0.028637072290145237,,1.0,3.0,6.0,0,4.0,0.75,1136260.404
67,,10.0,5.0,2.0,4.0,-1,7.0,0.2857142857142857,2263522.935
1109,0.028637072290145237,8.0,1.0,2.0,4.0,4,3.0,0.6666666666666666,2121910.632
906,0.027652416509395258,3.0,7.0,,4.0,2,,,2263881.135
6,0.026667760728645278,7.0,,2.0,4.0,4,,,1429381.192
6346,0.026585706080249447,4.0,5.0,5.0,2.0,3,10.0,0.5,2249337.211
901,,10.0,7.0,4.0,3.0,-1,11.0,0.36363636363636365,5826113.408
1687,0.026585706080249447,6.0,3.0,,4.0,3,,,1667329.714
10708,0.02674981537704111,2.0,4.0,,6.0,2,,,1488961.957
2261,0.02674981537704111,,1.0,1.0,2.0,2,2.0,0.5,1089632.091
2103,0.027078033970624436,4.0,,1.0,3.0,0,,,1142838.889
3264,0.028637072290145237,9.0,2.0,2.0,,4,4.0,0.5,1330670.471
936,0.02732419791581193,8.0,3.0,1.0,2.0,0,4.0,0.25,1868748.338
3567,0.025601050299499467,3.0,,1.0,4.0,3,,,1454693.933
7504,0.028965290883728564,3.0,2.0,3.0,5.0,1,5.0,0.6,1266335.445
1314,0.025847214244686962,9.0,,2.0,3.0,1,,,1050093.92
5210,0.028965290883728564,8.0,,4.0,6.0,1,,,1892661.807
2249,0.029129400180520227,2.0,3.0,1.0,2.0,0,4.0,0.25,1206024.68
2785,0.028637072290145237,2.0,,3.0,6.0,0,,,2115119.433
10760,0.0288011815869369,10.0,2.0,,4.0,1,,,2418951.579
2848,0.025601050299499467,2.0,4.0,3.0,4.0,3,7.0,0.42857142857142855,1370298.135
12790,,9.0,5.0,6.0,3.0,-1,11.0,0.5454545454545454,2343548.12
866,0.02978583736768688,,5.0,2.0,1.0,3,7.0,0.2857142857142857,1368985.71
742,0.02773447115779109,7.0,,2.0,3.0,0,,,927260.5186
504,0.028390908344957742,9.0,3.0,2.0,,3,5.0,0.4,1033246.067
3505,0.02830885369656191,2.0,,2.0,2.0,5,,,1624699.493
8148,0.026995979322228605,5.0,,6.0,6.0,4,,,3905925.228
3001,,5.0,4.0,1.0,4.0,-1,5.0,0.2,1715233.314
2810,0.025601050299499467,10.0,3.0,,4.0,3,,,1489876.185
7091,0.027898580454582753,6.0,6.0,4.0,4.0,4,10.0,0.4,3271074.103
8598,0.02830885369656191,5.0,6.0,,5.0,5,,,3083883.526
482,0.028555017641749406,10.0,3.0,7.0,,3,10.0,0.7,3424134.735
2975,0.028637072290145237,,,1.0,3.0,0,,,1527153.813
9313,0.02773447115779109,7.0,4.0,5.0,,0,9.0,0.5555555555555556,1579704.44
425,0.02633954213506195,3.0,4.0,2.0,1.0,0,6.0,0.3333333333333333,1408812.791
877,0.02978583736768688,6.0,4.0,6.0,5.0,3,10.0,0.6,2155444.402
373,0.028390908344957742,5.0,9.0,4.0,1.0,3,13.0,0.3076923076923077,2783236.357
2262,,6.0,2.0,,4.0,-1,,,1564394.995
11380,0.02830885369656191,7.0,6.0,,2.0,5,,,2435272.349
11227,0.026995979322228605,,2.0,7.0,,4,9.0,0.7777777777777778,2785390.979
58,0.026585706080249447,4.0,2.0,1.0,2.0,3,3.0,0.3333333333333333,1436627.173
8776,0.02773447115779109,7.0,7.0,3.0,4.0,5,10.0,0.3,2274671.128
1082,0.028390908344957742,5.0,5.0,1.0,2.0,2,6.0,0.16666666666666666,1336861.779
7791,0.02732419791581193,,7.0,7.0,5.0,0,14.0,0.5,2042113.749
2165,0.027570361860999426,2.0,8.0,,1.0,5,,,2413103.995
2679,0.026585706080249447,3.0,6.0,4.0,1.0,3,10.0,0.4,2611318.638
1338,0.028062689751374416,9.0,2.0,,1.0,1,,,803008.9319
3544,,7.0,8.0,5.0,3.0,-1,13.0,0.38461538461538464,2530431.307
3731,0.02478050381554115,2.0,3.0,2.0,,4,5.0,0.4,1537272.048
11915,0.02674981537704111,3.0,5.0,7.0,,2,12.0,0.5833333333333334,2007619.223
3942,0.028555017641749406,7.0,5.0,2.0,4.0,3,7.0,0.2857142857142857,1619045.2
11064,0.027980635102978584,3.0,,3.0,1.0,1,,,1732490.611
12398,0.027652416509395258,,1.0,2.0,3.0,2,3.0,0.6666666666666666,1097493.362
8559,0.027980635102978584,9.0,3.0,,5.0,5,,,1387194.911
2223,0.027980635102978584,,1.0,7.0,4.0,5,8.0,0.875,1359345.269
3040,0.0288011815869369,2.0,3.0,,4.0,1,,,1074300.348
6105,0.026667760728645278,7.0,6.0,,3.0,4,,,2638185.672
2461,0.027898580454582753,10.0,1.0,2.0,3.0,4,3.0,0.6666666666666666,5369545.008
12665,0.02822679904816608,10.0,2.0,1.0,4.0,5,3.0,0.3333333333333333,2924424.551
10858,0.027980635102978584,8.0,5.0,6.0,,1,11.0,0.5454545454545454,2716506.044
9806,,9.0,1.0,5.0,6.0,-1,6.0,0.8333333333333334,1064605.036
1321,,8.0,5.0,2.0,3.0,-1,7.0,0.2857142857142857,2672904.22
8126,0.02773447115779109,6.0,2.0,,2.0,5,,,1480925.437
9543,0.027980635102978584,3.0,4.0,3.0,3.0,1,7.0,0.42857142857142855,1784542.16
781,0.028390908344957742,10.0,4.0,1.0,3.0,2,5.0,0.2,2767553.994
5201,0.027980635102978584,7.0,3.0,5.0,6.0,5,8.0,0.625,1732817.569
2892,,2.0,3.0,2.0,3.0,-1,5.0,0.4,1870993.918
1394,0.028390908344957742,2.0,5.0,6.0,2.0,3,11.0,0.5454545454545454,1594483.223
7592,0.02633954213506195,6.0,9.0,6.0,,0,15.0,0.4,2729583.643
838,0.027980635102978584,8.0,5.0,,2.0,5,,,2704725.27
8216,0.027078033970624436,7.0,9.0,7.0,1.0,0,16.0,0.4375,2554463.47
9069,0.02773447115779109,2.0,7.0,1.0,3.0,0,8.0,0.125,2010994.601
7762,0.0288011815869369,6.0,6.0,3.0,2.0,2,9.0,0.3333333333333333,2205759.222
2851,0.029129400180520227,7.0,1.0,1.0,4.0,0,2.0,0.5,963806.2752
2695,0.027078033970624436,4.0,1.0,1.0,2.0,0,2.0,0.5,991016.1386
8207,0.0288011815869369,4.0,7.0,4.0,3.0,2,11.0,0.36363636363636365,2490697.525
4831,0.02773447115779109,10.0,5.0,,,0,,,3444015.313
1002,0.02674981537704111,,4.0,2.0,4.0,2,6.0,0.3333333333333333,1198147.348
11298,0.027078033970624436,5.0,,5.0,2.0,0,,,2894972.366
2920,0.02830885369656191,,2.0,1.0,3.0,5,3.0,0.3333333333333333,1345992.405
12815,0.0288011815869369,4.0,7.0,4.0,,2,11.0,0.36363636363636365,2437995.332
1928,0.02633954213506195,5.0,3.0,2.0,1.0,0,5.0,0.4,1344022.014
2105,0.02830885369656191,5.0,5.0,2.0,1.0,5,7.0,0.2857142857142857,2672229.137
1418,0.02978583736768688,,2.0,3.0,1.0,3,5.0,0.6,1175245.234
4777,0.02773447115779109,4.0,3.0,4.0,5.0,5,7.0,0.5714285714285714,1685401.343
36,0.025847214244686962,6.0,4.0,7.0,,1,11.0,0.6363636363636364,1781349.974
176,0.027980635102978584,3.0,1.0,,3.0,1,,,1053065.556
5056,0.02732419791581193,7.0,3.0,2.0,4.0,0,5.0,0.4,1299915.571
5347,0.02822679904816608,9.0,,,4.0,5,,,2195358.02
4237,,10.0,2.0,6.0,6.0,-1,8.0,0.75,3513025.259
4265,0.028062689751374416,,,1.0,2.0,1,,,1640624.459
3852,0.029129400180520227,6.0,5.0,2.0,4.0,0,7.0,0.2857142857142857,1696376.8
6532,0.026995979322228605,8.0,9.0,,2.0,4,,,4718943.683
786,0.028555017641749406,9.0,6.0,4.0,,2,10.0,0.4,1558396.805
1734,0.02478050381554115,9.0,4.0,4.0,5.0,4,8.0,0.5,1684156.295
5991,0.028390908344957742,3.0,,5.0,1.0,2,,,2435740.025
2168,0.02633954213506195,10.0,4.0,1.0,2.0,0,5.0,0.2,3578791.662
4859,0.02773447115779109,6.0,1.0,,3.0,5,,,1349115.35
2051,0.028555017641749406,1.0,5.0,1.0,4.0,2,6.0,0.16666666666666666,1525238.334
693,0.028062689751374416,8.0,,2.0,4.0,1,,,1967818.235
6051,0.02732419791581193,6.0,6.0,7.0,6.0,0,13.0,0.5384615384615384,2256081.269
3264,0.028965290883728564,8.0,1.0,6.0,4.0,1,7.0,0.8571428571428571,1492138.202
7229,0.028390908344957742,4.0,1.0,,4.0,3,,,1085285.245
9583,0.0288011815869369,7.0,4.0,4.0,,2,8.0,0.5,1675628.597
1061,0.029129400180520227,,3.0,1.0,2.0,0,4.0,0.25,1571461.147
8911,0.02674981537704111,2.0,8.0,2.0,3.0,2,10.0,0.2,2055034.157
8766,0.028637072290145237,,9.0,6.0,4.0,0,15.0,0.4,3040887.586
234,0.028390908344957742,3.0,3.0,1.0,5.0,3,4.0,0.25,1387194.911
3401,0.026503651431853615,7.0,1.0,1.0,,4,2.0,0.5,1416945.045
5080,0.0288011815869369,,9.0,5.0,1.0,2,14.0,0.35714285714285715,3833571.163
11814,0.026995979322228605,7.0,4.0,2.0,6.0,4,6.0,0.3333333333333333,2119555.715
11255,0.028637072290145237,7.0,,2.0,6.0,0,,,1101019.945
2128,0.02478050381554115,6.0,,1.0,2.0,4,,,1915794.516
5902,0.028062689751374416,,9.0,2.0,5.0,1,11.0,0.18181818181818182,2103884.983
4590,0.028144744399770247,3.0,6.0,3.0,6.0,1,9.0,0.3333333333333333,2289380.923
2298,0.026503651431853615,,5.0,1.0,3.0,4,6.0,0.16666666666666666,2168152.192
2233,0.028555017641749406,6.0,5.0,1.0,,2,6.0,0.16666666666666666,1471310.138
106,0.026585706080249447,3.0,3.0,2.0,4.0,3,5.0,0.4,1872473.61
11680,0.028062689751374416,3.0,7.0,4.0,4.0,1,11.0,0.36363636363636365,2263881.135
1415,,9.0,4.0,2.0,3.0,-1,6.0,0.3333333333333333,2056963.142
1154,0.02478050381554115,2.0,1.0,2.0,1.0,4,3.0,0.6666666666666666,1080503.59
10452,0.0288011815869369,9.0,5.0,7.0,,1,12.0,0.5833333333333334,1474574.198
7798,0.0303602199064577,9.0,4.0,6.0,3.0,2,10.0,0.6,1434307.83
6968,,9.0,1.0,4.0,4.0,-1,5.0,0.8,890209.2617
10562,0.028965290883728564,2.0,4.0,1.0,5.0,1,5.0,0.2,1333697.685
1595,0.025847214244686962,4.0,1.0,1.0,3.0,1,2.0,0.5,1095019.327
1686,,1.0,4.0,1.0,2.0,-1,5.0,0.2,1373697.466
12957,0.025847214244686962,3.0,6.0,1.0,4.0,1,7.0,0.14285714285714285,2159017.243
3539,0.027980635102978584,8.0,7.0,6.0,1.0,1,13.0,0.46153846153846156,3046704.073
11261,,9.0,4.0,2.0,6.0,-1,6.0,0.3333333333333333,1379324.974
1072,0.026503651431853615,,9.0,2.0,1.0,4,11.0,0.18181818181818182,4901860.817
7035,0.028390908344957742,8.0,5.0,6.0,6.0,3,11.0,0.5454545454545454,2432361.076
1573,0.028062689751374416,2.0,,2.0,2.0,1,,,1073736.571
9812,0.02822679904816608,5.0,7.0,7.0,1.0,5,14.0,0.5,3238652.631
385,0.02633954213506195,6.0,,2.0,2.0,0,,,992243.2655
3615,0.028390908344957742,10.0,4.0,6.0,1.0,2,10.0,0.6,2848317.735
1875,0.028390908344957742,6.0,5.0,2.0,,2,7.0,0.2857142857142857,1129523.663
3689,0.028062689751374416,7.0,,1.0,3.0,1,,,1657123.835
1907,,2.0,4.0,1.0,1.0,-1,5.0,0.2,1629026.172
5515,0.029129400180520227,3.0,,5.0,4.0,0,,,1281033.138
3284,0.02732419791581193,3.0,2.0,1.0,1.0,0,3.0,0.3333333333333333,1295692.813
1867,0.025847214244686962,8.0,4.0,1.0,2.0,1,5.0,0.2,2221212.475
169,0.028390908344957742,8.0,7.0,6.0,1.0,2,13.0,0.46153846153846156,2747467.977
3726,,6.0,5.0,5.0,5.0,-1,10.0,0.5,2337174.201
1216,0.027570361860999426,8.0,5.0,4.0,4.0,5,9.0,0.4444444444444444,2809994.13
10745,0.027652416509395258,5.0,5.0,7.0,1.0,2,12.0,0.5833333333333334,2038797.475
9084,0.026585706080249447,3.0,,,1.0,3,,,1388391.845
306,0.026585706080249447,8.0,2.0,2.0,4.0,3,4.0,0.5,2416336.251
2055,0.026503651431853615,5.0,4.0,,5.0,4,,,2942805.763
6364,0.028555017641749406,7.0,4.0,7.0,,3,11.0,0.6363636363636364,1851619.565
9050,0.026667760728645278,9.0,2.0,1.0,3.0,4,3.0,0.3333333333333333,1351807.605
697,0.028637072290145237,6.0,,6.0,1.0,4,,,1743465.232
11830,0.028555017641749406,4.0,4.0,6.0,2.0,2,10.0,0.6,1550225.77
10443,0.02773447115779109,7.0,6.0,1.0,5.0,5,7.0,0.14285714285714285,2021215.318
4944,0.026585706080249447,,3.0,4.0,3.0,3,7.0,0.5714285714285714,1615584.179
2320,,9.0,3.0,2.0,3.0,-1,5.0,0.4,1180874.339
1661,0.026585706080249447,10.0,3.0,2.0,,3,5.0,0.4,1888006.166
8179,0.027570361860999426,4.0,6.0,7.0,2.0,5,13.0,0.5384615384615384,2364341.288
101,0.027980635102978584,5.0,,1.0,2.0,5,,,1458129.313
3432,0.027980635102978584,2.0,2.0,,1.0,5,,,1190161.613
97,0.028555017641749406,1.0,1.0,,2.0,3,,,1196790.541
10372,0.027570361860999426,2.0,4.0,4.0,,5,8.0,0.5,1675628.597
10293,,6.0,9.0,7.0,6.0,-1,16.0,0.4375,2881940.087
2955,0.02830885369656191,6.0,4.0,2.0,1.0,2,6.0,0.3333333333333333,1484730.784
10275,0.02773447115779109,10.0,4.0,,2.0,5,,,3452360.162
3164,0.02633954213506195,8.0,3.0,2.0,3.0,0,5.0,0.4,1826883.718
4045,0.026585706080249447,8.0,4.0,7.0,,3,11.0,0.6363636363636364,3066894.877
8850,,9.0,3.0,5.0,3.0,-1,8.0,0.625,1109003.194
7329,0.027980635102978584,2.0,,5.0,6.0,5,,,1333084.687
9266,0.02478050381554115,3.0,4.0,5.0,6.0,4,9.0,0.5555555555555556,2340414.035
7820,0.026667760728645278,4.0,8.0,4.0,4.0,4,12.0,0.3333333333333333,3397336.59
12386,0.028062689751374416,10.0,1.0,1.0,4.0,1,2.0,0.5,1823185.945
3899,,4.0,9.0,7.0,1.0,-1,16.0,0.4375,3474791.233
9840,0.026667760728645278,8.0,4.0,,6.0,4,,,3535319.138
1897,0.0288011815869369,5.0,5.0,2.0,2.0,1,7.0,0.2857142857142857,1748369.648
8625,0.02773447115779109,2.0,5.0,5.0,4.0,5,10.0,0.5,1934985.423
2177,,5.0,6.0,3.0,3.0,-1,9.0,0.3333333333333333,2377757.357
6581,0.027078033970624436,7.0,2.0,,5.0,0,,,1202365.716
11355,0.027652416509395258,8.0,9.0,1.0,,2,10.0,0.1,2997190.454
7614,0.0288011815869369,3.0,1.0,5.0,6.0,1,6.0,0.8333333333333334,1175155.481
2785,0.028062689751374416,4.0,1.0,2.0,1.0,1,3.0,0.6666666666666666,888948.8297
1007,0.02822679904816608,,4.0,2.0,2.0,5,6.0,0.3333333333333333,2051903.502
3338,0.028390908344957742,6.0,5.0,1.0,,2,6.0,0.16666666666666666,1097140.31
6648,0.028637072290145237,6.0,5.0,,1.0,4,,,2397729.407
9770,0.0303602199064577,5.0,8.0,5.0,2.0,2,13.0,0.38461538461538464,2894972.366
214,0.02830885369656191,6.0,,,2.0,5,,,1982788.99
1352,0.026503651431853615,9.0,4.0,6.0,1.0,4,10.0,0.6,2057165.377
908,0.029129400180520227,6.0,1.0,1.0,4.0,0,2.0,0.5,1077258.995
6971,0.026503651431853615,,9.0,1.0,3.0,4,10.0,0.1,4304868.048
218,0.027078033970624436,9.0,,2.0,4.0,0,,,1190402.262
3988,0.02822679904816608,8.0,,1.0,3.0,5,,,2964641.542
7874,0.028144744399770247,5.0,4.0,,4.0,1,,,1914252.862
2147,0.02830885369656191,5.0,5.0,1.0,,2,6.0,0.16666666666666666,1890718.867
907,0.028555017641749406,6.0,,1.0,4.0,2,,,875269.299
996,0.029129400180520227,2.0,5.0,,4.0,0,,,1552966.23
1923,0.028390908344957742,6.0,3.0,1.0,4.0,2,4.0,0.25,916738.1367
10792,0.02674981537704111,3.0,9.0,,5.0,2,,,2597754.811
9397,0.02633954213506195,9.0,3.0,1.0,,0,4.0,0.25,1177251.284
8448,0.02674981537704111,3.0,1.0,1.0,2.0,2,2.0,0.5,947019.0404
2821,0.027980635102978584,6.0,9.0,6.0,5.0,1,15.0,0.4,2823276.431
3387,,7.0,4.0,2.0,1.0,-1,6.0,0.3333333333333333,1471690.864
2072,0.02830885369656191,1.0,4.0,1.0,4.0,2,5.0,0.2,1106626.271
12574,0.025847214244686962,9.0,,2.0,2.0,1,,,798954.6855
7164,0.0288011815869369,6.0,8.0,,3.0,2,,,2672298.068
4845,,3.0,6.0,7.0,1.0,-1,13.0,0.5384615384615384,2758153.884
168,0.028637072290145237,7.0,8.0,4.0,5.0,4,12.0,0.3333333333333333,2937785.75
802,,10.0,1.0,1.0,4.0,-1,2.0,0.5,3576720.853
3901,0.028390908344957742,,5.0,2.0,,3,7.0,0.2857142857142857,2118336.477
2503,0.0288011815869369,7.0,7.0,,4.0,2,,,2415632.964
8355,0.027078033970624436,2.0,2.0,,2.0,0,,,1202553.562
2224,0.02978583736768688,5.0,5.0,2.0,4.0,3,7.0,0.2857142857142857,2410306.756
9264,0.025601050299499467,8.0,5.0,5.0,5.0,3,10.0,0.5,2358216.733
4365,0.029129400180520227,6.0,4.0,4.0,6.0,0,8.0,0.5,1745898.188
12530,0.02830885369656191,,1.0,4.0,2.0,5,5.0,0.8,1455866.964
2636,0.028637072290145237,,5.0,2.0,1.0,0,7.0,0.2857142857142857,1930585.604
9960,0.0303602199064577,,8.0,,1.0,2,,,2073416.565
7237,0.02830885369656191,2.0,9.0,2.0,5.0,5,11.0,0.18181818181818182,3084700.412
581,0.025847214244686962,5.0,1.0,,1.0,1,,,1173977.27
12455,,8.0,1.0,7.0,2.0,-1,8.0,0.875,1678586.525
1714,0.028144744399770247,6.0,1.0,2.0,,1,3.0,0.6666666666666666,1093029.338
9096,0.026503651431853615,2.0,2.0,5.0,,4,7.0,0.7142857142857143,1908143.845
9555,0.028637072290145237,10.0,1.0,4.0,4.0,4,5.0,0.8,3132091.556
215,,,1.0,1.0,3.0,-1,2.0,0.5,949526.7685
2164,,9.0,4.0,1.0,3.0,-1,5.0,0.2,1297261.601
12388,0.02674981537704111,5.0,5.0,1.0,5.0,2,6.0,0.16666666666666666,1912870.429
8058,0.028965290883728564,3.0,3.0,1.0,,1,4.0,0.25,1387194.911
7408,0.027980635102978584,,5.0,7.0,5.0,1,12.0,0.5833333333333334,2381232.48
4959,,10.0,2.0,4.0,2.0,-1,6.0,0.6666666666666666,3079789.089
9272,0.028144744399770247,6.0,1.0,2.0,3.0,1,3.0,0.6666666666666666,1030750.354
766,0.02830885369656191,,3.0,1.0,4.0,5,4.0,0.25,1789417.731
2148,0.028555017641749406,10.0,4.0,2.0,1.0,3,6.0,0.3333333333333333,4482129.355
6703,0.025847214244686962,6.0,4.0,3.0,,1,7.0,0.42857142857142855,1593541.743
5734,0.026585706080249447,5.0,7.0,7.0,6.0,3,14.0,0.5,3417579.831
3475,0.027652416509395258,10.0,3.0,,3.0,2,,,2652871.516
3862,0.029129400180520227,10.0,6.0,,2.0,0,,,3734334.97
85,0.0303602199064577,10.0,1.0,2.0,3.0,2,3.0,0.6666666666666666,1289209.751
4,0.02674981537704111,3.0,,1.0,3.0,2,,,1597025.208
1075,0.027570361860999426,7.0,4.0,2.0,2.0,5,6.0,0.3333333333333333,1490591.188
4686,0.02773447115779109,4.0,,6.0,3.0,0,,,1356975.289
1172,0.0288011815869369,,2.0,1.0,1.0,1,3.0,0.3333333333333333,929854.3132
957,0.026913924673832773,5.0,5.0,1.0,2.0,5,6.0,0.16666666666666666,2737490.541
1717,0.028390908344957742,,1.0,2.0,4.0,3,3.0,0.6666666666666666,660726.7108
10498,0.0303602199064577,7.0,,5.0,2.0,2,,,2313025.981
5428,,9.0,8.0,1.0,6.0,-1,9.0,0.1111111111111111,1917140.278
9083,0.028555017641749406,9.0,7.0,5.0,3.0,2,12.0,0.4166666666666667,1788603.689
10989,0.026995979322228605,3.0,6.0,6.0,,4,12.0,0.5,3219774.682
1883,,6.0,4.0,2.0,3.0,-1,6.0,0.3333333333333333,1381389.262
12538,0.027980635102978584,2.0,7.0,6.0,5.0,1,13.0,0.46153846153846156,2209260.102
6810,0.026585706080249447,3.0,,3.0,3.0,3,,,2144927.216
1918,0.029129400180520227,3.0,8.0,7.0,6.0,0,15.0,0.4666666666666667,2883405.468
3022,0.028390908344957742,,3.0,1.0,2.0,2,4.0,0.25,978324.2396
10483,,10.0,4.0,3.0,4.0,-1,7.0,0.42857142857142855,3131377.333
5637,0.029129400180520227,,6.0,6.0,1.0,0,12.0,0.5,3833679.047
2459,0.026667760728645278,7.0,1.0,1.0,3.0,4,2.0,0.5,1388856.19
2197,0.026995979322228605,7.0,,1.0,3.0,4,,,1708996.307
11062,0.026503651431853615,10.0,9.0,2.0,3.0,4,11.0,0.18181818181818182,6922700.314
9738,0.026667760728645278,9.0,4.0,6.0,,4,10.0,0.6,2007287.841
5387,0.026995979322228605,,3.0,1.0,3.0,4,4.0,0.25,2311740.104
886,0.028637072290145237,9.0,6.0,3.0,,4,9.0,0.3333333333333333,2173933.248
9886,0.026995979322228605,4.0,3.0,4.0,,4,7.0,0.5714285714285714,2094803.344
